round,ndi0,ndi1,ndi0_std,ndi1_std
31,312.1333333333333,4762.0,165.30701595458532,1241.5914326839911
32,351.93333333333334,4814.333333333333,126.8387427668166,1044.2485792368095
33,366.2,4882.0,208.1631228490909,1429.902194457469
34,309.8666666666667,3877.0666666666666,127.49558349026766,1093.7892501800902
35,239.2,4142.666666666667,129.66891906478043,1411.895871649518
36,282.6666666666667,3579.0666666666666,159.44711020391983,1503.9829248017538
37,271.6,3410.4666666666667,183.67860128885067,1047.016227645198
38,277.1333333333333,4524.4,100.84490685252894,1296.945191043719
39,272.26666666666665,4372.333333333333,130.3755381671767,1396.6362992493619
40,311.1333333333333,4307.933333333333,108.56720543165001,2090.450480045822
41,278.3333333333333,4206.333333333333,135.37496427471717,1287.309412615912
42,291.4,3943.4666666666667,198.34306498733812,1608.4986729719055
43,251.33333333333334,3836.8,153.69202352509416,1213.0898094182005
44,348.46666666666664,4027.4,106.32891467158919,1523.3972280025043
45,187.8,3050.5333333333333,118.95389262831448,981.2088656831625
46,237.46666666666667,3432.6666666666665,147.903379014171,964.2846102286449
47,253.06666666666666,3840.866666666667,142.45223092404729,1410.6500966710685
48,234.4,4129.4,196.75648473611815,1705.6155905880853
49,329.8666666666667,4125.466666666666,131.20696119744053,1125.2605962726188
50,275.06666666666666,4621.533333333334,146.03300344524212,1184.5352836008044
51,238.53333333333333,4120.8,116.73404856869352,1620.4396757846753
52,214.53333333333333,3450.0,130.3500050231062,1497.819653458224
53,257.0,3286.6666666666665,187.47914169695937,1312.3928346272514
54,242.2,4269.733333333334,141.08821961555014,1158.641228007227
55,243.46666666666667,3661.0666666666666,149.3092986610903,1164.9784465613006
56,263.1333333333333,3671.0,141.69326360974594,1385.8909460292011
57,297.46666666666664,3441.2,99.03525105931197,1326.865328509265
58,243.2,3761.0666666666666,125.3567480661264,1472.8335890223245
59,163.06666666666666,3984.733333333333,108.9963739021144,1605.474672428539
60,246.26666666666668,4094.133333333333,151.1061437092042,1339.5727392752974
61,194.86666666666667,3986.5333333333333,210.72455503627975,1190.5663638229778
62,301.6666666666667,3837.0,213.63709772370885,1056.3816950867172
63,246.2,3741.866666666667,147.03993626611395,1623.289687493828
64,272.26666666666665,3917.8,116.35626735324983,1207.2081842002233
65,202.53333333333333,3738.9333333333334,127.26118624234778,1192.3711950003935
66,255.73333333333332,4010.266666666667,181.3502793202255,1445.3922090890203
67,230.0,3179.9333333333334,158.8606757058344,823.9051147403068
68,191.33333333333334,4036.5333333333333,139.09229549715062,1867.4406805138672
69,212.93333333333334,3203.4,147.08863540962864,1270.3605674880544
70,228.46666666666667,3917.2,154.99302595677682,1509.5747840274191
71,266.26666666666665,3434.266666666667,171.35404729334385,1544.5840155046217
72,228.0,3396.6666666666665,177.24599532046656,1313.8358054983598
73,164.53333333333333,3363.9333333333334,107.40501894808312,1304.4311549848992
74,220.13333333333333,3264.0666666666666,101.90182016225693,958.9419367694992
75,221.2,3529.0,163.91382753490583,1641.9561939519406
76,215.8,3439.266666666667,153.20863459441742,1270.1755484221558
77,236.33333333333334,3331.0666666666666,121.51993761558322,1328.8201247006773
78,212.0,3107.133333333333,150.4982202077961,1002.7101750945261
79,274.73333333333335,3329.0,219.37686642809334,1522.557669562259
80,259.1333333333333,3558.733333333333,185.7478577714065,1310.0416278373245
81,245.93333333333334,3851.6,149.94687948292446,1276.9936122449028
82,250.6,3669.733333333333,144.24770362123618,1367.3046722170836
83,175.2,3005.2,139.47104154114368,1489.4730228219262
84,194.2,3107.4,130.20763637908712,1367.0297729018196
85,173.4,3096.0,171.91102349762215,1203.4269519050288
86,200.73333333333332,3285.0666666666666,150.08115265066556,1305.7644431337458
87,226.86666666666667,3191.4,165.91257020606048,1051.322418942652
88,144.26666666666668,2762.4,117.11378268691561,1351.3911245189424
89,156.8,3243.0666666666666,171.52809016101625,1663.543312445141
90,137.73333333333332,3217.4,100.37463158919522,1337.6018946500594
91,203.93333333333334,3611.3333333333335,148.19218538615257,1436.493929511646
92,177.4,3944.3333333333335,129.10117848305757,1755.2247990608198
93,215.66666666666666,3652.8,102.11244968637459,1446.1045802924687
94,146.26666666666668,3282.6666666666665,86.77266411776947,1148.8697965930733
95,150.8,3300.2,94.3043704486398,1363.7884314343942
96,159.26666666666668,3614.2,118.8777683569296,1261.1212811281418
97,206.33333333333334,3309.733333333333,128.15318215026144,1696.6215364939933
98,229.86666666666667,3575.6666666666665,140.14220668748618,1256.9150253507119
99,181.53333333333333,3800.2,146.4025110375339,1857.172474489109
100,217.6,3789.0,117.65494343326894,1327.4723026435295
