round,ndi0,ndi1,ndi0_std,ndi1_std
76,227.4,3326.866666666667,135.75966158725396,1375.9449151487895
77,201.0,3227.6666666666665,137.73888339898795,1283.361972469557
78,248.73333333333332,3383.3333333333335,161.83168799124363,1589.585780126682
79,243.73333333333332,3287.733333333333,227.23319257873354,2158.8375333123367
80,205.66666666666666,2901.4666666666667,149.21780182321538,1357.0459970447716
81,160.93333333333334,3251.5333333333333,159.3363319104173,1610.947186625073
82,233.2,3336.6,123.81449257428862,1855.8493935200054
83,210.6,3184.6666666666665,118.21759598300076,1387.1218746880518
84,204.46666666666667,3282.733333333333,107.64217619148219,1383.6584769922024
85,205.46666666666667,3609.866666666667,203.2274822060479,1674.9316773556834
86,191.0,3480.6666666666665,144.16310207539237,1392.7003916680649
87,231.66666666666666,3253.866666666667,151.6738355186958,854.2134114967713
88,185.0,3259.6,155.11884844485257,2088.3898719211547
89,213.0,3747.4,145.61299000138297,1821.5294515481057
90,176.86666666666667,3743.9333333333334,130.28423140342406,1275.590533644637
91,173.53333333333333,3848.866666666667,119.56341214522745,2120.8233868229668
92,205.93333333333334,4333.866666666667,150.05068984782952,1566.1209525752593
93,164.46666666666667,3450.6,115.50130900103419,1320.1933191771575
94,189.6,4378.866666666667,131.98582174937255,2016.2067590497993
95,179.6,3303.733333333333,141.4899289702274,1554.088224498149
96,227.4,4083.0,163.21186931627946,1252.989852883323
97,196.73333333333332,3372.8,86.37002345942109,1569.928351413347
98,177.26666666666668,3350.266666666667,100.50690570920038,1433.0720980101587
99,199.93333333333334,3934.133333333333,118.25786996865709,1556.009909382083
100,215.26666666666668,3662.133333333333,157.34787059554503,1332.050721185017
